Name,RT,ion
"2-Decenal, (Z)-",32.32316,98
Isopentyl hexanoate,32.32316,71
"2-Decenal, (Z)-",32.32316,67
Isopentyl hexanoate,32.32316,99
"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)-",32.39124,152
"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)-",32.39124,67
"2,6-Dimethoxytoluene",32.45932,152
"2,6-Dimethoxytoluene",32.45932,137
"Benzene, 1-methoxy-4-(1-propenyl)-, (Z)-",32.45932,148
"Benzene, 1-methoxy-4-(1-propenyl)-, (Z)-",32.45932,147
"1-Cyclohexene-1-acetaldehyde, 2,6,6-trimethyl-",32.45932,166
"Benzoic acid, 2-propenyl ester",32.45932,105
"Benzoic acid, 2-propenyl ester",32.45932,77
"1-Cyclohexene-1-acetaldehyde, 2,6,6-trimethyl-",32.45932,151
"Benzoic acid, 2-propenyl ester",32.45932,106
"Phenol, 4-(2-propenyl)-",32.5274,107
"Phenol, 4-(2-propenyl)-",32.5274,116
Geraniol,32.5274,111
Geraniol,32.5274,123
"Cyclohexane, isothiocyanato-",32.59548,41
"Cyclohexane, isothiocyanato-",32.59548,141
"7-Oxabicyclo[4.1.0]heptan-2-one, 6-methyl-3-(1-methylethyl)-",32.59548,139
"7-Oxabicyclo[4.1.0]heptan-2-one, 6-methyl-3-(1-methylethyl)-",32.59548,168
"2-Decen-1-ol, (E)-",32.66356,95
Carvenone,32.66356,152
Carvenone,32.66356,81
"2-Decen-1-ol, (E)-",32.66356,83
Linalyl acetate,32.66356,92
(Z)-4-Decen-1-ol,32.66356,110
(Z)-4-Decen-1-ol,32.66356,54
Linalyl acetate,32.66356,107
"Naphthalene, 1,2,3,4-tetrahydro-1,1,6-trimethyl-",32.73164,159
"Naphthalene, 1,2,3,4-tetrahydro-1,1,6-trimethyl-",32.73164,174
"Acetic acid, 2-phenylethyl ester",32.73164,91
"Acetic acid, 2-phenylethyl ester",32.73164,104
"Acetic acid, 2-phenylethyl ester",32.73164,105
"p-Menth-8-en-3-ol, acetate",32.79972,136
"p-Menth-8-en-3-ol, acetate",32.79972,81
"Dodecane, 4-methyl-",32.79972,140
5-(Furan-3-yl)-2-methylpent-1-en-3-one,32.79972,164
5-(Furan-3-yl)-2-methylpent-1-en-3-one,32.79972,95
"Dodecane, 4-methyl-",32.79972,71
"2,6-Octadien-1-ol, 3,7-dimethyl-",32.8678,69
"2,6-Octadien-1-ol, 3,7-dimethyl-",32.8678,93
"2,6-Octadien-1-ol, 3,7-dimethyl-",32.8678,123
"2(3H)-Furanone, 5-butyldihydro-",32.93588,86
"2(3H)-Furanone, 5-butyldihydro-",32.93588,100
"7-Oxabicyclo[4.1.0]heptan-2-one, 3-methyl-6-(1-methylethyl)-",32.93588,168
"6-Octenoic acid, 3,7-dimethyl-, methyl ester",32.93588,111
"6-Octenoic acid, 3,7-dimethyl-, methyl ester",32.93588,152
"7-Oxabicyclo[4.1.0]heptan-2-one, 3-methyl-6-(1-methylethyl)-",32.93588,140
"Propanoic acid, phenylmethyl ester",33.00396,108
"Propanoic acid, phenylmethyl ester",33.00396,164
Benzeneacetic acid,33.00396,39
Benzeneacetic acid,33.00396,136
"2-Decenal, (E)-",33.07204,110
"2-Decenal, (E)-",33.07204,136
"Carvone oxide, cis-",33.07204,109
"Carvone oxide, cis-",33.07204,123
"Hexane, 1,1'-oxybis-",33.14012,85
"Hexane, 1,1'-oxybis-",33.14012,69
"2H-Pyran-2-one, 5,6-dihydro-6-propyl-",33.14012,97
"Hexane, 1,1'-oxybis-",33.14012,83
"Dodecane, 2-methyl-",33.14012,99
"Dodecane, 2-methyl-",33.14012,57
"2H-Pyran-2-one, 5,6-dihydro-6-propyl-",33.14012,41
"Benzoic acid, 2-hydroxy-, ethyl ester",33.48052,120
"Benzoic acid, 2-hydroxy-, ethyl ester",33.48052,166
"Cinnamaldehyde, (E)-",33.5486,102
"Cinnamaldehyde, (E)-",33.5486,131
"2,6-Octadienal, 3,7-dimethyl-, (E)-",33.5486,69
"2,6-Octadienal, 3,7-dimethyl-, (E)-",33.5486,137
"1-Cyclohexene-1-carboxaldehyde, 4-(1-methylethenyl)-",33.68476,122
"1-Cyclohexene-1-carboxaldehyde, 4-(1-methylethenyl)-",33.68476,150
"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethenyl)-",33.68476,82
"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethenyl)-",33.68476,150
Nonanoic acid,33.75284,129
4-Thujen-2-alpha-yl acetate,33.75284,119
4-Thujen-2-alpha-yl acetate,33.75284,79
Nonanoic acid,33.75284,115
1-Decanol,33.75284,112
1-Decanol,33.75284,97
"1,7-Octadiene-3,6-diol, 2,6-dimethyl-",33.75284,137
"1,7-Octadiene-3,6-diol, 2,6-dimethyl-",33.75284,82
2-Butylhept-2-enal,33.82092,168
2-Butylhept-2-enal,33.82092,95
"3,5-Dimethoxytoluene",33.82092,121
"3,5-Dimethoxytoluene",33.82092,152
(Z)-Undec-6-en-2-one,33.82092,58
"2-Propenal, 3-phenyl-",33.82092,131
"2-Propenal, 3-phenyl-",33.82092,102
(Z)-Undec-6-en-2-one,33.82092,82
"Dodecane, 2,6,11-trimethyl-",33.889,113
"Dodecane, 2,6,11-trimethyl-",33.889,127
"1H-Indole, 1-methyl-",33.889,130
"1H-Indole, 1-methyl-",33.889,131
"6-Octen-1-ol, 3,7-dimethyl-, formate",33.95708,123
"6-Octen-1-ol, 3,7-dimethyl-, formate",33.95708,138
Citral,33.95708,94
"1-Cyclohexene-1-carboxaldehyde, 4-(1-methylethyl)-",33.95708,124
"1-Cyclohexene-1-carboxaldehyde, 4-(1-methylethyl)-",33.95708,152
Citral,33.95708,69
"Ethanone, 1-(4-ethylphenyl)-",34.02516,133
"Ethanone, 1-(4-ethylphenyl)-",34.02516,148
"1-Octanol, 2-butyl-",34.02516,98
"1-Octanol, 2-butyl-",34.02516,99
"Thiophene, 2-hexyl-",34.02516,98
"Thiophene, 2-hexyl-",34.02516,168
"Benzenepropanoic acid, methyl ester",34.16132,164
"Benzeneacetaldehyde, alpha-ethylidene-",34.16132,117
"Benzeneacetaldehyde, alpha-ethylidene-",34.16132,146
"Benzenepropanoic acid, methyl ester",34.16132,104
"2,6-Octadienoic acid, 3,7-dimethyl-, methyl ester, (Z)-",34.2294,114
"2,6-Octadienoic acid, 3,7-dimethyl-, methyl ester, (Z)-",34.2294,123
"2,6-Octadienoic acid, 3,7-dimethyl-, methyl ester, (Z)-",34.2294,69
3-Methoxybenzyl alcohol,34.36556,137
3-Methoxybenzyl alcohol,34.36556,138
"Phenol, 4-ethyl-2-methoxy-",34.36556,138
"Phenol, 4-ethyl-2-methoxy-",34.36556,152
"4-Isopropylcyclohexa-1,3-dienecarbaldehyde",34.43364,121
"Pentanedioic acid, diethyl ester",34.43364,144
"Pentanedioic acid, diethyl ester",34.43364,142
"2,6-Octadien-1-ol, 3,7-dimethyl-, formate, (Z)-",34.43364,136
"4-Isopropylcyclohexa-1,3-dienecarbaldehyde",34.43364,150
3-Undecanone,34.43364,85
"3-Cyclohexene-1-methanethiol, alpha,alpha,4-trimethyl-",34.43364,170
"3-Cyclohexene-1-methanethiol, alpha,alpha,4-trimethyl-",34.43364,136
"2,6-Octadien-1-ol, 3,7-dimethyl-, formate, (Z)-",34.43364,69
3-Undecanone,34.43364,141
"Hexanoic acid, 3-methyl-2-butenyl ester",34.50172,68
"Hexanoic acid, 3-methyl-2-butenyl ester",34.50172,99
"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, acetate, (1S-endo)-",34.50172,154
"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, acetate, (1S-endo)-",34.50172,136
"Hexanoic acid, 3-methyl-2-butenyl ester",34.50172,41
"2H-Pyran-3-ol, 6-ethenyltetrahydro-2,2,6-trimethyl-, acetate, trans-",34.5698,137
Isopulegol acetate,34.5698,107
Isopulegol acetate,34.5698,121
Isopulegol acetate,34.5698,136
Bornyl acetate,34.5698,136
Bornyl acetate,34.5698,154
"3-Tridecene, (E)-",34.5698,69
"3-Tridecene, (E)-",34.5698,182
"2H-Pyran-3-ol, 6-ethenyltetrahydro-2,2,6-trimethyl-, acetate, trans-",34.5698,136
Isobornyl acetate,34.63788,154
"((1R,3R)-2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropyl)methyl acetate",34.63788,95
Isobornyl acetate,34.63788,136
"((1R,3R)-2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropyl)methyl acetate",34.63788,127
Anethole,34.63788,148
n-Propyl benzoate,34.63788,39
n-Propyl benzoate,34.63788,106
"Tricyclo[2.2.1.0(2,6)]heptane-3-methanol, 2,3-dimethyl-",34.63788,119
Anethole,34.63788,147
n-Propyl benzoate,34.63788,41
"Tricyclo[2.2.1.0(2,6)]heptane-3-methanol, 2,3-dimethyl-",34.63788,152
"Benzenemethanol, 2-methyl-, acetate",34.70596,79
"Benzenemethanol, 2-methyl-, acetate",34.70596,104
Safrole,34.70596,161
Safrole,34.70596,162
"Hexanoic acid, pentyl ester",34.70596,70
"Hexanoic acid, pentyl ester",34.70596,99
"Hexanoic acid, pentyl ester",34.70596,117
10-Undecenal,34.77404,121
10-Undecenal,34.77404,97
trans-3-Methyl-4-octanolide,34.77404,99
trans-3-Methyl-4-octanolide,34.77404,87
trans-3-Methyl-4-octanolide,34.77404,69
"3-Cyclohexene-1-ethanol, beta,4-dimethyl-, [S-(R*,S*)]-",34.77404,154
"3-Cyclohexene-1-ethanol, beta,4-dimethyl-, [S-(R*,S*)]-",34.77404,136
"1,4-p-Menthadien-7-al",34.77404,65
"1,4-p-Menthadien-7-al",34.77404,105
"5-Thiazoleethanol, 4-methyl-",34.77404,143
"2H-Pyran-2-one, tetrahydro-6-propyl-",34.77404,100
"2H-Pyran-2-one, tetrahydro-6-propyl-",34.77404,55
"2H-Pyran-2-one, tetrahydro-6-propyl-",34.77404,42
"1,4-p-Menthadien-7-al",34.77404,108
"5-Thiazoleethanol, 4-methyl-",34.77404,112
"4-Hexen-1-ol, 5-methyl-2-(1-methylethenyl)-, acetate, (R)-",34.84212,136
p-Cymen-7-ol,34.84212,119
p-Cymen-7-ol,34.84212,150
"4-Hexen-1-ol, 5-methyl-2-(1-methylethenyl)-, acetate, (R)-",34.84212,69
Propyl octanoate,34.9102,146
Propyl octanoate,34.9102,128
"Benzenemethanol, 4-methoxy-",34.9102,77
"Benzenemethanol, 4-methoxy-",34.9102,138
Thymol,34.97828,117
Thymol,34.97828,136
Thymol,34.97828,150
Shisool,34.97828,107
Shisool,34.97828,154
"Acetic acid, non-3-enyl ester, cis-",35.04636,95
1-Tridecene,35.04636,81
1-Tridecene,35.04636,112
"Acetic acid, non-3-enyl ester, cis-",35.04636,124
"2,5,5,8a-Tetramethyl-3,4,4a,5,6,8a-hexahydro-2H-chromene",35.11444,179
"2,5,5,8a-Tetramethyl-3,4,4a,5,6,8a-hexahydro-2H-chromene",35.11444,180
"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, acetate",35.18252,95
2-Undecanone,35.18252,43
"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, acetate",35.18252,138
2-Undecanone,35.18252,59
"7-Oxabicyclo[4.1.0]heptane, 1-methyl-4-(2-methyloxiranyl)-",35.18252,107
"7-Oxabicyclo[4.1.0]heptane, 1-methyl-4-(2-methyloxiranyl)-",35.18252,83
"2,4,5-Trichlorotoluene",35.18252,196
"2,4,5-Trichlorotoluene",35.18252,194
"7-Oxabicyclo[4.1.0]heptane, 1-methyl-4-(2-methyloxiranyl)-",35.18252,123
Indole,35.2506,90
Indole,35.2506,118
"2,4-Decadienal, (E,Z)-",35.2506,79
"2,4-Decadienal, (E,Z)-",35.2506,82
"2,4-Decadienal, (E,Z)-",35.2506,83
"3-Cyclohexene-1-ethanol, beta,4-dimethyl-",35.2506,123
"3-Cyclohexene-1-ethanol, beta,4-dimethyl-",35.2506,154
Menthyl acetate,35.2506,95
Menthyl acetate,35.2506,138
"Nonanoic acid, ethyl ester",35.31868,141
"Nonanoic acid, ethyl ester",35.31868,88
"p-Mentha-1,8-dien-7-ol",35.31868,152
"Butanoic acid, heptyl ester",35.31868,98
"Butanoic acid, heptyl ester",35.31868,89
"p-Mentha-1,8-dien-7-ol",35.31868,119
"Trisulfide, di-2-propenyl",35.38676,47
"Trisulfide, di-2-propenyl",35.38676,79
"2-Tridecene, (E)-",35.38676,69
"2-Tridecene, (E)-",35.38676,71
"2-Tridecene, (E)-",35.38676,98
trans-Pinocarvyl acetate,35.38676,79
trans-Pinocarvyl acetate,35.38676,134
"(1S,3S,5S)-1-Isopropyl-4-methylenebicyclo[3.1.0]hexan-3-yl acetate",35.38676,92
"(1S,3S,5S)-1-Isopropyl-4-methylenebicyclo[3.1.0]hexan-3-yl acetate",35.38676,108
"(1S,3S,5S)-1-Isopropyl-4-methylenebicyclo[3.1.0]hexan-3-yl acetate",35.38676,119
2-n-Octylfuran,35.38676,53
2-n-Octylfuran,35.38676,180
Tridecane,35.4515,71
Tridecane,35.4515,70
Tridecane,35.4515,57
Geranyl formate,35.4515,55
Geranyl formate,35.4515,136
"Naphthalene, 2-methyl-",35.45484,141
"Naphthalene, 2-methyl-",35.45484,142
"Naphthalene, 2-methyl-",35.45484,143
Hexyl n-valerate,35.45484,43
Hexyl n-valerate,35.45484,60
"Phenol, 2-methyl-5-(1-methylethyl)-",35.52292,136
"Phenol, 2-methyl-5-(1-methylethyl)-",35.52292,150
"2(3H)-Furanone, 5-acetyldihydro-",35.52292,57
"2(3H)-Furanone, 5-acetyldihydro-",35.52292,85
"Methyl 6,6-dimethylbicyclo[3.1.1]hept-2-ene-2-carboxylate",35.65629,165
"p-Menthane-3,8-diol, cis-1,3,trans-1,4-",35.65629,95
"p-Menthane-3,8-diol, cis-1,3,trans-1,4-",35.65629,59
"p-Menthane-3,8-diol, cis-1,3,trans-1,4-",35.65629,139
"Methyl 6,6-dimethylbicyclo[3.1.1]hept-2-ene-2-carboxylate",35.65629,137
4-Terpinenyl acetate,35.65629,121
4-Terpinenyl acetate,35.65629,107
4-Terpinenyl acetate,35.65629,136
"2(3H)-Furanone, 5-butyldihydro-4-methyl-",35.72158,39
"2(3H)-Furanone, 5-butyldihydro-4-methyl-",35.72158,87
"2(3H)-Furanone, 5-butyldihydro-4-methyl-",35.72158,99
Methyl cis-cinnamate,35.72158,131
Methyl cis-cinnamate,35.72158,162
"1-Oxaspiro[4.5]dec-6-ene, 2,6,10,10-tetramethyl-",35.72158,55
"1-Oxaspiro[4.5]dec-6-ene, 2,6,10,10-tetramethyl-",35.72158,138
"2-Tridecene, (Z)-",35.72158,82
"2-Tridecene, (Z)-",35.72158,111
"Benzene, (2-nitroethyl)-",35.85216,103
"Benzene, (2-nitroethyl)-",35.85216,104
"Quinoxaline, 2-methyl-",35.85216,117
"Quinoxaline, 2-methyl-",35.85216,145
"Propanoic acid, 2-methyl-, phenylmethyl ester",35.91745,91
"Propanoic acid, 2-methyl-, phenylmethyl ester",35.91745,178
"(1S,2R,4R,7R)-4-Isopropyl-7-methyl-3,8-dioxatricyclo[5.1.0.02,4]octane",35.98274,95
"(1S,2R,4R,7R)-4-Isopropyl-7-methyl-3,8-dioxatricyclo[5.1.0.02,4]octane",35.98274,125
Dihydrocarvyl acetate,35.98274,95
Dihydrocarvyl acetate,35.98274,108
2-Undecanol,36.04803,126
2-Undecanol,36.04803,111
2-Undecanol,36.04803,97
6-Tridecene,36.04803,111
"Naphthalene, 1-methyl-",36.04803,141
6-Tridecene,36.04803,182
Undecanal,36.04803,124
"Naphthalene, 1-methyl-",36.04803,142
Undecanal,36.04803,126
"1,2-Ethanediol, 1-phenyl-",36.11332,108
"1,2-Ethanediol, 1-phenyl-",36.11332,107
"Ethanone, 1-(2-aminophenyl)-",36.11332,135
"1,2-Ethanediol, 1-phenyl-",36.11332,105
"Ethanone, 1-(2-aminophenyl)-",36.11332,120
"Acetic acid, nonyl ester",36.11332,126
"Acetic acid, nonyl ester",36.11332,97
"2-Propen-1-ol, 3-phenyl-, (E)-",36.2439,115
"2-Propen-1-ol, 3-phenyl-, (E)-",36.2439,133
"Formamide, N,N-dibutyl-",36.2439,58
"Formamide, N,N-dibutyl-",36.2439,72
"Formamide, N,N-dibutyl-",36.2439,114
"2-Propen-1-ol, 3-phenyl-",36.37448,115
"2-Propen-1-ol, 3-phenyl-",36.37448,134
"1,2,3-Trimethoxybenzene",36.43977,153
"1,2,3-Trimethoxybenzene",36.43977,169
1-Allyl-3-propyltrisulfane,36.50506,75
1-Allyl-3-propyltrisulfane,36.50506,47
"4,7,7-Trimethylbicyclo[4.1.0]hept-3-en-2-one",36.50506,150
"4,7,7-Trimethylbicyclo[4.1.0]hept-3-en-2-one",36.50506,107
"6-Octenoic acid, 3,7-dimethyl-",36.50506,170
"6-Octenoic acid, 3,7-dimethyl-",36.50506,152
"2H-1-Benzopyran, 3,5,6,8a-tetrahydro-2,5,5,8a-tetramethyl-, trans-",36.50506,178
"2H-1-Benzopyran, 3,5,6,8a-tetrahydro-2,5,5,8a-tetramethyl-, trans-",36.50506,177
"delta-Terpineol, acetate",36.57035,71
"delta-Terpineol, acetate",36.57035,92
4-Methylpentyl 4-methylpentanoate,36.57035,55
4-Methylpentyl 4-methylpentanoate,36.57035,71
2-Methoxy-4-vinylphenol,36.70093,107
2-Methoxy-4-vinylphenol,36.70093,150
"2,4-Decadienal, (E,E)-",36.70093,95
"2,4-Decadienal, (E,E)-",36.70093,152
"2,4-Decadienal",36.70093,83
"2,4-Decadienal",36.70093,95
"2H-1-Benzopyran, 3,4,4a,5,6,8a-hexahydro-2,5,5,8a-tetramethyl-, (2alpha,4aalpha,8aalpha)-",36.76622,194
"2H-1-Benzopyran, 3,4,4a,5,6,8a-hexahydro-2,5,5,8a-tetramethyl-, (2alpha,4aalpha,8aalpha)-",36.76622,179
"2,4,6-Trimethyl-1,3-phenylenediamine",36.76622,149
"2,4,6-Trimethyl-1,3-phenylenediamine",36.76622,150
Azulene,36.83151,127
Azulene,36.83151,129
(E)-Hex-3-enyl (E)-2-methylbut-2-enoate,36.83151,83
(E)-Hex-3-enyl (E)-2-methylbut-2-enoate,36.83151,101
"Benzoic acid, 2-methylpropyl ester",36.96209,56
"Benzoic acid, 2-methylpropyl ester",36.96209,106
"1,2-Cyclohexanediol, 1-methyl-4-(1-methylethenyl)-",36.96209,88
"1,2-Cyclohexanediol, 1-methyl-4-(1-methylethenyl)-",36.96209,126
"2,6-Octadienoic acid, 3,7-dimethyl-, methyl ester",37.09267,114
"2,6-Octadienoic acid, 3,7-dimethyl-, methyl ester",37.09267,123
"3,7,7-Trimethylbicyclo[4.1.0]hept-3-ene-2,5-dione",37.15796,149
"3,7,7-Trimethylbicyclo[4.1.0]hept-3-ene-2,5-dione",37.15796,164
trans-Geranic acid methyl ester,37.15796,123
trans-Geranic acid methyl ester,37.15796,114
"Decanoic acid, methyl ester",37.22325,143
"Decanoic acid, methyl ester",37.22325,155
"1-Oxaspiro[2.5]oct-5-ene, 8,8-dimethyl-4-methylene-",37.22325,121
"1-Oxaspiro[2.5]oct-5-ene, 8,8-dimethyl-4-methylene-",37.22325,150
"Dodecane, 4,6-dimethyl-",37.22325,57
"Dodecane, 4,6-dimethyl-",37.22325,113
Myrtenyl acetate,37.35383,91
Myrtenyl acetate,37.35383,134
"Trisulfide, dipropyl",37.41912,75
"Trisulfide, dipropyl",37.41912,184
(Z)-1-Allyl-3-(prop-1-en-1-yl)trisulfane,37.48441,178
(Z)-1-Allyl-3-(prop-1-en-1-yl)trisulfane,37.48441,114
Hexyl tiglate,37.5497,55
Cyclododecane,37.5497,168
Cyclododecane,37.5497,140
Hexyl tiglate,37.5497,101
"(-)-8-p-Menthen-2-yl, acetate, trans",37.5497,121
"(-)-8-p-Menthen-2-yl, acetate, trans",37.5497,136
"3-Buten-2-one, 4-phenyl-, (E)-",37.5497,131
"1,4-Cyclohexadiene-1-methanol, 4-(1-methylethyl)-",37.5497,121
"1,4-Cyclohexadiene-1-methanol, 4-(1-methylethyl)-",37.5497,134
"3-Buten-2-one, 4-phenyl-, (E)-",37.5497,146
Piperonal,37.5497,150
Piperonal,37.5497,149
Silphiperfol-5-ene,37.61499,175
Silphiperfol-5-ene,37.61499,204
(Z)-1-(Prop-1-en-1-yl)-3-propyltrisulfane,37.61499,115
(Z)-1-(Prop-1-en-1-yl)-3-propyltrisulfane,37.61499,181
"Butanoic acid, 2-methyl-, heptyl ester",37.74557,69
"Butanoic acid, 2-methyl-, heptyl ester",37.74557,70
"1,6-Octadien-3-ol, 3,7-dimethyl-, propanoate",37.94144,57
"2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-, acetate",37.94144,152
"1,6-Octadien-3-ol, 3,7-dimethyl-, propanoate",37.94144,136
"Megastigma-4,6(E),8(Z)-triene",37.94144,177
"Megastigma-4,6(E),8(Z)-triene",37.94144,161
"2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-, acetate",37.94144,109
"1-Cyclohexene-1-ethanol, 2,6,6-trimethyl-",38.00673,168
"1-Cyclohexene-1-ethanol, 2,6,6-trimethyl-",38.00673,153
"Phenol, 5-ethenyl-2-methoxy-",38.00673,151
"Phenol, 5-ethenyl-2-methoxy-",38.00673,107
"Benzene, 1,3,5-trichloro-2-methoxy-",38.07202,197
"Benzene, 1,3,5-trichloro-2-methoxy-",38.07202,212
"1,5,5-Trimethyl-6-methylene-cyclohexene",38.07202,136
"Cyclohexene, 4-ethenyl-4-methyl-3-(1-methylethenyl)-1-(1-methylethyl)-, (3R-trans)-",38.07202,136
"Cyclohexene, 4-ethenyl-4-methyl-3-(1-methylethenyl)-1-(1-methylethyl)-, (3R-trans)-",38.07202,161
"1,5,5-Trimethyl-6-methylene-cyclohexene",38.07202,108
"Phenol, 2,3,5,6-tetramethyl-",38.2026,150
"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethylidene)-",38.2026,135
"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethylidene)-",38.2026,150
"2(3H)-Furanone, 5-butyldihydro-4-methyl-, cis-",38.2026,39
"2(3H)-Furanone, 5-butyldihydro-4-methyl-, cis-",38.2026,99
"Phenol, 2,3,5,6-tetramethyl-",38.2026,149
"Benzoic acid, 2-methoxy-, methyl ester",38.33318,166
"Benzoic acid, 2-methoxy-, methyl ester",38.33318,135
Methyl anthranilate,38.39847,119
Methyl anthranilate,38.39847,151
"3-((3R)-2,3-Dimethyltricyclo[2.2.1.02,6]heptan-3-yl)propanal",38.39847,121
"3-((3R)-2,3-Dimethyltricyclo[2.2.1.02,6]heptan-3-yl)propanal",38.39847,145
"2-Oxabicyclo[2.2.2]octan-6-ol, 1,3,3-trimethyl-, acetate",38.46376,126
"2-Oxabicyclo[2.2.2]octan-6-ol, 1,3,3-trimethyl-, acetate",38.46376,212
"Tridecane, 6-methyl-",38.46376,57
"Tridecane, 6-methyl-",38.46376,98
(E)-1-(Prop-1-en-1-yl)-3-propyltrisulfane,38.52905,73
(E)-1-(Prop-1-en-1-yl)-3-propyltrisulfane,38.52905,182
"Butanoic acid, phenylmethyl ester",38.52905,91
"Butanoic acid, phenylmethyl ester",38.52905,108
"Butanoic acid, phenylmethyl ester",38.52905,178
(E)-1-Allyl-3-(prop-1-en-1-yl)trisulfane,38.59434,47
(E)-1-Allyl-3-(prop-1-en-1-yl)trisulfane,38.59434,75
"Propanoic acid, 2-methyl-, octyl ester",38.59434,89
"Propanoic acid, 2-methyl-, octyl ester",38.59434,112
4-Acetylanisole,38.72492,150
4-Acetylanisole,38.72492,135
n-Caprylic acid isobutyl ester,38.72492,145
7-epi-Silphiperfol-5-ene,38.72492,204
n-Caprylic acid isobutyl ester,38.72492,127
"Tridecane, 7-methyl-",38.72492,112
"Tridecane, 7-methyl-",38.72492,70
"1,3-Di((E)-prop-1-en-1-yl)trisulfane",38.72492,180
"1,3-Di((E)-prop-1-en-1-yl)trisulfane",38.72492,178
7-epi-Silphiperfol-5-ene,38.72492,175
alpha-Terpinyl acetate,38.8555,121
alpha-Terpinyl acetate,38.8555,137
"Phenol, 4-(2-propenyl)-, acetate",38.92079,133
alpha-Cubebene,38.92079,161
alpha-Cubebene,38.92079,204
"Phenol, 4-(2-propenyl)-, acetate",38.92079,176
"1,2,4-Trithiolane, 3,5-diethyl-",38.98608,106
"1,2,4-Trithiolane, 3,5-diethyl-",38.98608,180
"1,2,4-Trithiolane, 3,5-diethyl-",38.98608,41
"Tricyclo[5.4.0.0(2,8)]undec-9-ene, 2,6,6,9-tetramethyl-, (1R,2S,7R,8R)-",39.05137,189
"Tricyclo[5.4.0.0(2,8)]undec-9-ene, 2,6,6,9-tetramethyl-, (1R,2S,7R,8R)-",39.05137,204
"Benzenepropanoic acid, ethyl ester",39.05137,104
"Benzenepropanoic acid, ethyl ester",39.05137,178
"Naphthalene, 1,2-dihydro-1,1,6-trimethyl-",39.11666,157
"Naphthalene, 1,2-dihydro-1,1,6-trimethyl-",39.11666,172
"6-Octen-1-ol, 3,7-dimethyl-, acetate",39.11666,123
"6-Octen-1-ol, 3,7-dimethyl-, acetate",39.11666,138
Geranic acid,39.18195,100
Geranic acid,39.18195,123
(+)-Diethyl L-tartrate,39.18195,47
(+)-Diethyl L-tartrate,39.18195,103
"Phenol, 2,6-dimethoxy-",39.18195,139
"Phenol, 2,6-dimethoxy-",39.18195,154
"1-Cyclohexene-1-methanol, 4-(1-methylethenyl)-, formate",39.24724,134
"1-Cyclohexene-1-methanol, 4-(1-methylethenyl)-, formate",39.24724,68
"1,3,5-Trithiane, 2,4,6-trimethyl-",39.24724,120
"1,3,5-Trithiane, 2,4,6-trimethyl-",39.24724,182
"Carbamodithioic acid, diethyl-, methyl ester",39.31253,116
"Carbamodithioic acid, diethyl-, methyl ester",39.31253,163
Eugenol,39.31253,149
Eugenol,39.31253,164
"Tridecane, 4-methyl-",39.44311,85
"Tridecane, 4-methyl-",39.44311,154
Hydrocinnamic acid,39.44311,91
Hydrocinnamic acid,39.44311,150
"Pyridine, 3-(1-methyl-2-pyrrolidinyl)-, (S)-",39.57369,162
"2,7-Octadiene-1,6-diol, 2,6-dimethyl-",39.57369,119
"2,7-Octadiene-1,6-diol, 2,6-dimethyl-",39.57369,137
"Pyridine, 3-(1-methyl-2-pyrrolidinyl)-, (S)-",39.57369,161
"Silphiperfola-4,7(14)-diene",39.63898,187
"Silphiperfola-4,7(14)-diene",39.63898,203
"2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-, acetate, cis-",39.63898,119
"2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-, acetate, cis-",39.63898,152
"2(3H)-Furanone, dihydro-5-pentyl-",39.70427,41
"2(3H)-Furanone, dihydro-5-pentyl-",39.70427,99
"2,6-Octadien-1-ol, 3,7-dimethyl-, acetate, (Z)-",39.76956,121
"Benzene, (isothiocyanatomethyl)-",39.76956,149
"2,6-Octadien-1-ol, 3,7-dimethyl-, acetate, (Z)-",39.76956,136
"5-Methyl-1,2,3,4-tetrathiane",39.76956,172
"5-Methyl-1,2,3,4-tetrathiane",39.76956,170
"Benzene, (isothiocyanatomethyl)-",39.76956,92
"Undecanal, 2-methyl-",39.83485,58
"Undecanal, 2-methyl-",39.83485,71
"2-Undecenal, E-",39.83485,70
"2-Undecenal, E-",39.83485,84
2-Undecenal,39.96543,112
2-Undecenal,39.96543,121
"1,2,4-Metheno-1H-indene, octahydro-1,7a-dimethyl-5-(1-methylethyl)-, [1S-(1alpha,2alpha,3abeta,4alpha,5alpha,7abeta,8S*)]-",40.03072,161
